,uuid,timestamp,gps_lat,gps_lon,gps_alt,file_size,width,height,s3_path,url
0,f7a89228cfd994043a47199d6c7b49c142414ceb,2015-10-09 11:01:46,33.47801,-79.5576283333333,384.0,6273992.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/1013/20211/DSC_1032_ab6ae217-7020-48ca-b720-8457772ddda6.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20211/DSC_1032_ab6ae217-7020-48ca-b720-8457772ddda6.jpg
1,d14b03126d325b80650b0679c8f1620ab1f43944,2015-10-09 11:02:17,33.4773216666667,-79.5713083333333,375.0,7148188.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/1013/20211/DSC_1042_30cd0886-71ef-47de-b86e-c999f60bfa16.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20211/DSC_1042_30cd0886-71ef-47de-b86e-c999f60bfa16.jpg
2,a17051e9be13f38570867cdbc1c3fe110aa6ad20,2015-10-09 11:05:36,33.4703383333333,-79.5599366666667,433.0,6358609.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/1013/20211/DSC_1106_f43eee7f-5836-49c0-9540-8dd5ce4565de.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20211/DSC_1106_f43eee7f-5836-49c0-9540-8dd5ce4565de.jpg
3,02ad2848349096b85411c63a9a8781fecf24baf1,2015-10-12 14:38:45,33.5085316666667,-79.5660033333333,551.0,6516036.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/1013/20253/DSC_0031_c69274ca-7578-44ec-86e1-3edd9832e58b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20253/DSC_0031_c69274ca-7578-44ec-86e1-3edd9832e58b.jpg
4,789877864dad55f0582ae717af183bc9b52f90a3,2015-10-06 21:23:05,32.9356716666667,-80.251455,342.0,6278194.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/1013/20147/DSC_1602_42ffdfd0-f7a9-4a77-9dec-62ccd4433f80.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20147/DSC_1602_42ffdfd0-f7a9-4a77-9dec-62ccd4433f80.jpg
5,08c2c171e02425324ab46bd405dd9d44b17205ae,2015-10-08 12:46:20,33.5424866666667,-79.6288216666667,471.0,6427638.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0597_fbd9f290-187b-419c-b158-cb6f4de35388.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20195/DSC_0597_fbd9f290-187b-419c-b158-cb6f4de35388.jpg
6,0d23bfde17a900a08dedb577bedd828a5fd521c9,2015-10-09 17:10:10,33.8598,-79.0567066666667,422.0,13200314.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/1013/20215/CAP_2216_47bfdf04-8ea2-4e07-be9b-d700b6355151.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20215/CAP_2216_47bfdf04-8ea2-4e07-be9b-d700b6355151.jpg
7,5f0647bb522421ea40a3406de088ddf23be5ad9c,2015-10-07 10:30:21,32.8503416666667,-80.3901833333333,331.0,6318321.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_13b8ab6b-934a-4eeb-b840-2b2a3a48485f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20173/16-1-337_13b8ab6b-934a-4eeb-b840-2b2a3a48485f.jpg
8,db81ef76154e9b57c6c02467f9810f7a7cd7a1f3,2015-10-09 15:01:23,33.0553716666667,-80.518205,421.0,5254142.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/1013/20212/DSC_0399_4628eb70-1670-4c37-bfd6-a1293bc9040e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20212/DSC_0399_4628eb70-1670-4c37-bfd6-a1293bc9040e.jpg
9,ded191da04202cd16323cf8a768ef58ad50b4eef,2015-10-12 15:06:01,33.52351,-79.4329033333333,394.0,5937989.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/1013/20253/DSC_0079_cce0668c-4bad-4834-aa4b-354dedde4f02.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20253/DSC_0079_cce0668c-4bad-4834-aa4b-354dedde4f02.jpg
